"19.01.2023    34827742     39.000         39.00      TO        23      Normal @ 12.13            473.03         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"20.01.2023    34827832     38.880         38.88      TO        21      Normal @ 10.47            407.19         INT TFR TO WINDSOR NSW CONCRETE,Lot 10 Fairey Road,SOUTH WINDSOR"
"21.01.2023    34401071     38.900         38.90      TO       163      Normal @ 20.84            810.64         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"21.01.2023    34827984     38.920         38.92      TO        30      Normal @ 11.13            433.18         CHERRIE CIVIL ENGINEERING,1590 THE NORTHERN RD BRINGELLY,1590 THE"
"23.01.2023    1043220\1    38.720         38.72      TO        61      Normal @ 13.39            518.58         Metromix Wetherill Park,136 Hassall St,Wetherill Park"
"23.01.2023    33685994     38.880         38.88      TO       105      Normal @ 16.60            645.60         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"23.01.2023    33685998     38.640         38.64      TO       105      Normal @ 16.61            641.62         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"23.01.2023    34401154     38.740         38.74      TO       157      Normal @ 20.40            790.33         INT TFR TO Humes BLACKTOWN NSW,Woodstock Ave & Glenndenning R,ROOTY HILL"
"23.01.2023    34828019     39.180         39.18      TO        23      Normal @ 10.62            416.05         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"24.01.2023    33686089     38.960         38.96      TO       105      Normal @ 16.60            646.93         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"24.01.2023    33686095     39.160         39.16      TO       105      Normal @ 16.60            650.25         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"24.01.2023    34401302     38.240         38.24      TO       121      Normal @ 17.77            679.64         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"24.01.2023    34828133     38.900         38.90      TO        29      Normal @ 11.06            430.12         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"25.01.2023    34401388     38.440         38.44      TO       164      Normal @ 20.91            803.86         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"25.01.2023    34401463     38.520         38.52      TO       164      Normal @ 20.91            805.53         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"27.01.2023    34401528     38.740         38.74      TO       182      Normal @ 22.23            861.04         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"27.01.2023    34401590     39.120         39.12      TO       121      Normal @ 17.77            695.28         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"28.01.2023    34401634     39.280         39.28      TO       164      Normal @ 20.91            821.42         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"28.01.2023    34828520     39.140         39.14      TO        18      Normal @ 10.25            401.34         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"30.01.2023    34401745     39.120         39.12      TO       121      Normal @ 17.77            695.28         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"30.01.2023    G-144987     38.280         38.28      TO        75      Normal @ 14.42            551.81         Narellan NSW Concrete,9 Grahams Hill Road,NARELLAN"
"31.01.2023    33686384     38.420         38.42      TO       105      Normal @ 16.60            637.96         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"31.01.2023    34401858     38.840         38.84      TO       164      Normal @ 20.91            812.22         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"31.01.2023    34828771     31.760         31.76      TO         7      Normal @ 9.45             300.16         COURT CRAFT (AUST) PTY LTD,PARK GATE NEXT TO 52 FRANKLIN CRES,PARK GAT"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                           Page 2 of 12"
"Area:     81                                                                         GROSS CARTAGE INCOME STATEMENT             10.03.2023 12:36:54"
""
"Owner:     320941            PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20005882           TRK,QRY,1186,SYDN,PNR TRANSPORT PTY LTD"
""
""
"Date         Docket #      Load Qty       Paid Qty   Units   KM/Zone   Description            Amount (AUD)   Delivery Address             Adjustment Reason"
""
""
"Total Income:          33,875.26"
"Total GST Paid:        3,387.53"
""
"Total for Truck: Trips     Load Qty       Paid Qty   Units Km/Zone                            Amount (AUD)"
"51            1,974.740      1,974.74   TO    5,264                              37,262.79"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                                  Page 3 of 12"
"Area:     81                                                                            GROSS CARTAGE INCOME STATEMENT                                                                 10.03.2023 12:36:54"
""
"Owner:       320941          PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20006600             TRK,QRY,1163,SYDN,PNR TRANSPORT PTY LTD"
""
""
"Date          Docket #     Load Qty       Paid Qty   Units   KM/Zone   Description               Amount (AUD)   Delivery Address                                                                 Adjustment Reason"
""
""
"03.01.2023    34499614     38.500         38.50      TO       163      Normal @ 21.86            841.61         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"04.01.2023    34499650     38.500         38.50      TO       163      Normal @ 21.86            841.61         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"05.01.2023    34499750     38.420         38.42      TO       163      Normal @ 21.86            839.86         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"05.01.2023    34499782     38.700         38.70      TO       182      Normal @ 23.19            897.45         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"06.01.2023    T2           38.500         38.50      TO         7      Normal @ 10.94            421.19         INT TFR TO SYDNEY NSW QRY TRANSPORT,INT CAMELLIA/LIDCOMBE,NORWEST"
"06.01.2023    WI200941/1   37.900         37.90      TO       190      Normal @ 23.75            900.13         Brookvale NSW Concrete,18 William Street,BROOKVALE"
"09.01.2023    33684868     38.340         38.34      TO       105      Normal @ 18.71            717.34         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"09.01.2023    34499936     38.600         38.60      TO       182      Normal @ 23.19            895.13         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"10.01.2023    34400002     38.420         38.42      TO       182      Normal @ 23.19            890.96         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"10.01.2023    34400056     38.660         38.66      TO       163      Normal @ 21.86            845.11         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"10.01.2023    34826892     38.540         38.54      TO        29      Normal @ 12.48            480.98         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"11.01.2023    34400147     38.580         38.58      TO       157      Normal @ 21.44            827.16         INT TFR TO Humes BLACKTOWN NSW,Woodstock Ave & Glenndenning R,ROOTY HILL"
"11.01.2023    34826986     38.520         38.52      TO        18      Normal @ 11.71            451.07         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"11.01.2023    G-144674     38.420         38.42      TO        75      Normal @ 15.70            603.19         Narellan NSW Concrete,9 Grahams Hill Road,NARELLAN"
"12.01.2023    34400201     38.680         38.68      TO       211      Normal @ 25.22            975.51         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"12.01.2023    34400292     38.320         38.32      TO       175      Normal @ 22.70            869.86         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"13.01.2023    34400324     38.360         38.36      TO       182      Normal @ 23.19            889.57         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"13.01.2023    34400369     38.480         38.48      TO       163      Normal @ 21.86            841.17         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"13.01.2023    34827224     38.640         38.64      TO        27      Normal @ 12.34            476.82         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"13.01.2023    WI200901/1   38.680         38.68      TO       173      Normal @ 22.56            872.62         Camellia Concrete NSW,1B Grand Avenue,Rosehill"
"14.01.2023    34827257     38.680         38.68      TO        57      Normal @ 14.44            558.54         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"14.01.2023    34827267     38.560         38.56      TO        27      Normal @ 12.34            475.83         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"14.01.2023    34827284     38.540         38.54      TO        27      Normal @ 12.34            475.58         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"16.01.2023    34827303     38.520         38.52      TO        18      Normal @ 11.71            451.07         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"16.01.2023    34827320     38.540         38.54      TO        18      Normal @ 11.71            451.30         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"16.01.2023    34827341     38.460         38.46      TO        13      Normal @ 11.36            436.91         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"16.01.2023    34827355     38.720         38.72      TO        57      Normal @ 14.44            559.12         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"16.01.2023    34827398     38.660         38.66      TO        13      Normal @ 11.36            439.18         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"17.01.2023    34400559     38.520         38.52      TO       121      Normal @ 18.92            728.80         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"17.01.2023    34400610     38.620         38.62      TO       164      Normal @ 22.42            865.94         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"17.01.2023    34827430     38.440         38.44      TO        23      Normal @ 12.06            463.59         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"18.01.2023    34827569     38.440         38.44      TO        29      Normal @ 12.57            483.08         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"18.01.2023    34827586     38.420         38.42      TO        41      Normal @ 13.44            516.48         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"18.01.2023    34827618     37.920         37.92      TO        13      Normal @ 11.40            432.25         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"18.01.2023    34827632     38.480         38.48      TO        29      Normal @ 12.57            483.58         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"18.01.2023    34827649     38.220         38.22      TO        29      Normal @ 12.57            480.31         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"19.01.2023    34400818     38.460         38.46      TO       164      Normal @ 22.42            862.35         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"19.01.2023    34827767     38.040         38.04      TO        41      Normal @ 13.44            511.37         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"20.01.2023    34827813     38.480         38.48      TO        27      Normal @ 10.91            419.86         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"20.01.2023    34827847     38.460         38.46      TO        27      Normal @ 10.91            419.64         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"21.01.2023    34401065     38.380         38.38      TO       163      Normal @ 20.84            799.80         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"21.01.2023    34401091     38.460         38.46      TO       175      Normal @ 21.72            835.16         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"23.01.2023    34401147     38.480         38.48      TO       121      Normal @ 17.77            683.91         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"23.01.2023    34828020     38.660         38.66      TO        18      Normal @ 10.25            396.42         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"25.01.2023    34828257     38.360         38.36      TO        57      Normal @ 13.10            502.55         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"25.01.2023    34828310     38.660         38.66      TO        27      Normal @ 10.91            421.82         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"25.01.2023    34828326     38.180         38.18      TO        57      Normal @ 13.10            500.20         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"25.01.2023    WI201863/1   38.680         38.68      TO       177      Normal @ 21.86            845.58         Lidcombe NSW Concrete,40 Birnie Ave,LIDCOMBE"
"27.01.2023    34401495     38.660         38.66      TO       164      Normal @ 20.91            808.46         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"27.01.2023    34401568     38.720         38.72      TO       175      Normal @ 21.71            840.80         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"28.01.2023    1043310/1    38.760         38.76      TO        53      Normal @ 12.81            496.48         Pendle Hill Concrete NSW,154A Bungaree Rd,PENDLE HILL"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                                  Page 4 of 12"
"Area:     81                                                                            GROSS CARTAGE INCOME STATEMENT                                                                 10.03.2023 12:36:54"
""
"Owner:       320941          PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20006600             TRK,QRY,1163,SYDN,PNR TRANSPORT PTY LTD"
""
""
"Date          Docket #     Load Qty       Paid Qty   Units   KM/Zone   Description               Amount (AUD)   Delivery Address                                                                 Adjustment Reason"
""
""
"28.01.2023    34828501     38.240         38.24      TO        23      Normal @ 10.62            406.07         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"30.01.2023    34401655     38.100         38.10      TO       121      Normal @ 17.77            677.15         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"30.01.2023    34401707     38.440         38.44      TO       121      Normal @ 17.77            683.19         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"31.01.2023    34401855     38.320         38.32      TO       176      Normal @ 21.79            834.92         INT TFR TO WINDSOR NSW CONCRETE,Lot 10 Fairey Road,SOUTH WINDSOR"
"31.01.2023    34828744     38.520         38.52      TO        27      Normal @ 10.91            420.29         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"31.01.2023    34828775     38.180         38.18      TO        57      Normal @ 13.10            500.20         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
""
"Total Income:             36,546.12"
"Total GST Paid:           3,654.61"
""
"Total for Truck: Trips     Load Qty       Paid Qty   Units Km/Zone                               Amount (AUD)"
"57            2,192.740      2,192.74   TO    5,360                                 40,200.73"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                                  Page 5 of 12"
"Area:     81                                                                            GROSS CARTAGE INCOME STATEMENT                                                                 10.03.2023 12:36:54"
""
"Owner:       320941          PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20006601             TRK,QRY,1164,SYDN,PNR TRANSPORT PTY LTD"
""
""
"Date          Docket #     Load Qty       Paid Qty   Units   KM/Zone   Description               Amount (AUD)   Delivery Address                                                                 Adjustment Reason"
""
""
"04.01.2023    34499696     38.100         38.10      TO       168      Normal @ 22.21            846.20         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"05.01.2023    34499757     38.080         38.08      TO       121      Normal @ 18.92            720.47         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"05.01.2023    34499784     38.460         38.46      TO       182      Normal @ 23.19            891.89         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"06.01.2023    34826679     38.900         38.90      TO        27      Normal @ 12.34            480.03         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"06.01.2023    WI200950/1   37.540         37.54      TO       190      Normal @ 23.75            891.58         Brookvale NSW Concrete,18 William Street,BROOKVALE"
"09.01.2023    33684895     37.940         37.94      TO       105      Normal @ 18.71            709.86         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"10.01.2023    1043042\2    38.080         38.08      TO        52      Normal @ 14.09            536.55         Blacktown NSW Concrete,70 Tattersall Road,KINGS PARK"
"10.01.2023    34826851     38.800         38.80      TO        29      Normal @ 12.48            484.22         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"11.01.2023    34400122     37.980         37.98      TO       163      Normal @ 21.86            830.24         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"11.01.2023    34400160     38.160         38.16      TO       163      Normal @ 21.86            834.18         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"12.01.2023    34400223     37.800         37.80      TO       164      Normal @ 21.93            828.95         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"12.01.2023    34400290     38.260         38.26      TO       175      Normal @ 22.70            868.50         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"13.01.2023    34400339     38.120         38.12      TO       168      Normal @ 22.21            846.65         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"13.01.2023    34400379     38.380         38.38      TO       182      Normal @ 23.19            890.03         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"14.01.2023    1043105\1    37.980         37.98      TO        52      Normal @ 14.09            535.14         Blacktown NSW Concrete,70 Tattersall Road,KINGS PARK"
"14.01.2023    34827256     38.660         38.66      TO        27      Normal @ 12.34            477.06         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"14.01.2023    34827289     38.440         38.44      TO        13      Normal @ 11.36            436.68         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"16.01.2023    34827311     38.660         38.66      TO        13      Normal @ 11.36            439.18         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"16.01.2023    34827328     38.060         38.06      TO        57      Normal @ 14.44            549.59         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"16.01.2023    34827381     38.340         38.34      TO        41      Normal @ 13.32            510.69         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"17.01.2023    34400572     38.300         38.30      TO       157      Normal @ 21.44            821.15         INT TFR TO Humes BLACKTOWN NSW,Woodstock Ave & Glenndenning R,ROOTY HILL"
"17.01.2023    34827440     38.640         38.64      TO        23      Normal @ 12.06            466.00         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"17.01.2023    34827532     38.480         38.48      TO        41      Normal @ 13.44            517.29         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"18.01.2023    34827588     38.160         38.16      TO        18      Normal @ 11.76            448.91         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"18.01.2023    34827608     38.900         38.90      TO        29      Normal @ 12.57            488.86         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"18.01.2023    34827631     38.700         38.70      TO        27      Normal @ 12.42            480.69         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"19.01.2023    34827714     38.840         38.84      TO        27      Normal @ 12.42            482.43         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"19.01.2023    34827737     38.720         38.72      TO        29      Normal @ 12.57            486.59         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"19.01.2023    34827758     37.840         37.84      TO        27      Normal @ 12.42            470.01         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"20.01.2023    34400947     38.320         38.32      TO       163      Normal @ 20.84            798.55         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"20.01.2023    34827881     38.540         38.54      TO        27      Normal @ 10.91            420.51         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"23.01.2023    34401163     38.340         38.34      TO       121      Normal @ 17.77            681.42         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"23.01.2023    34828017     38.520         38.52      TO        23      Normal @ 10.62            409.04         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"23.01.2023    34828040     38.340         38.34      TO        29      Normal @ 11.06            423.93         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"24.01.2023    34401299     38.060         38.06      TO       168      Normal @ 21.20            807.02         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"24.01.2023    34828131     38.160         38.16      TO        27      Normal @ 10.91            416.36         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"25.01.2023    34828270     38.140         38.14      TO        57      Normal @ 13.10            499.67         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"25.01.2023    34828323     37.860         37.86      TO        57      Normal @ 13.10            496.00         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"30.01.2023    34401683     38.120         38.12      TO       164      Normal @ 20.91            797.17         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"30.01.2023    34401749     38.880         38.88      TO       121      Normal @ 17.77            691.01         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
